,Number_Episode,Dates,Detectives,Title,Place,Links,Ratings,Ratingcounts,TV_stations,Amount_actors,Story,Director,Script,Camera,Story_words_amount,Story_len,Amount_Director,Amount_Script,Amount_Camera,Viewers_absolute,Viewers_%,Ranking,Ranking_after_1990,Ranking_city,Ranking_city_after_1990,Actors,Year,Month,Day,Ratings_simple
10,1092,2019-04-28,Gorniak/Winkler,Das Nest,Dresden,https://www.tatort-blog.de/folgen/tatort-dresden/das-nest/,3.8,477.0,MDR,11,"Bei einem gefährlichen Einsatz wird die Dresdner Kommissarin Karin Gorniak schwer verletzt. Der gesuchte Mörder kann entkommen und Karins neue Kollegin Leonie Winkler muss den Fall übernehmen. Karin Gorniak wird aus dem Krankenhaus entlassen. Sie hat den Täter als Einzige gesehen und könnte ihn identifizieren. Nachdem sie sich zunächst in die Asservatenkammer versetzen lässt, hilft sie ihrer neuen Kollegin dabei, Tatverdächtige zu ermitteln. Karin Gorniak stimmt einer Gegenüberstellung zu. Der Kreis der Verdächtigen kann auf zwei Männer eingegrenzt werden: den Chirurgen Dr. Christian Mertens und den Krankenpfleger Bernd Haimann. Kurz bevor die Ermittlerinnen den Pfleger vernehmen können, verschwindet er jedoch. Karin ist sich inzwischen sicher, dass Dr. Mertens der Täter ist, doch seine Ehefrau gibt dem Arzt ein sicheres Alibi. Karin zweifelt an ihrem eigenen Urteilsvermögen und verliert die Unterstützung ihres Chefs Schnabel. Leonie Winkler beginnt, für die Kollegin zu kämpfen. Gemeinsam gelingt es den Ermittlerinnen, dem Täter immer näher zu kommen... ",Alex Eslam,Erol Yesilkaya,Carlo Bobby Jelavic ,153,1070,1,1,1,9.67,27.7,329.0,127.0,7.0,7.0,"['Karin Hanczewski', 'Cornelia Gröschel', 'Uwe Preuss', 'Peter Trabner', 'Judith Neumann', 'Alessandro Emanuel Schuster', 'Runa Greiner', 'Martin Brambach', 'Benjamin Sadler', 'Anja Schneider', 'Wolfgang Menardi', nan, nan, nan, nan, nan, nan, nan, nan, nan]",2019,04,28,38
11,1091,2019-04-22,Lürsen/Stedefreund,Wo ist nur mein Schatz geblieben?,Bremen,https://www.tatort-blog.de/folgen/tatort-bremen/wo-ist-nur-mein-schatz-geblieben/,3.4,92.0,RB,13,"Durch Zufall entdecken Bauarbeiter die unter einer Straße verborgene Leiche einer Frau. Bei den Mordermittlungen stechen die Bremer Ermittler Inga Lürsen und Stedefreund in ein feingewebtes Netz aus Korruption und illegalen Geldgeschäften. Sie finden heraus, dass die Tote für eine Immobilienentwicklungsfirma gearbeitet hat. Die Firma steht im Visier der BKA-Beamten Maller und Kempf, die mit allen Mitteln versuchen, die Ermittlungen der Mordkommission zu verhindern. Auch Stedefreund scheint wichtige Informationen für sich zu behalten. Ist er in den aktuellen Fall verwoben? Und in welchem Verhältnis steht er zu Maller und Kempf? Inga Lürsen weiß schon bald nicht mehr, wem sie trauen kann und wem nicht. Der letzte Fall wird zu einer schweren Belastung für das Bremer Team... ",Florian Baxmeyer,"Florian Baxmeyer, Michael Comtesse, Stefanie Veith",Peter Joachim Krause ,117,782,1,3,1,8.56,25.8,453.0,251.0,13.0,,"['Sabine Postel', 'Oliver Mommsen', 'Daniel Wagner', 'Dana Herfurth', 'Lotta Doll', 'Junis Koussan', 'Violetta Schurawlow', 'Camilla Renschke', 'Kostja Ullmann', 'Robert Hunger-Bühler', 'Philipp Hochmair', 'Luise Wolfram', 'Matthias Brenner', nan, nan, nan, nan, nan, nan, nan]",2019,04,22,34
12,1090,2019-04-14,Faber/Bönisch,Inferno,Dortmund,https://www.tatort-blog.de/folgen/tatort-dortmund/inferno/,3.4,78.0,WDR,11,"Im Klinikum Dortmund-Nord wird die Internistin Gisela Mohnheim tot aufgefunden. Sie erstickte unter einer Plastiktüte. Nach einer Tour de Force durch den rastlosen Alltag der Notfallambulanz deuten Hinweise auf einen Täter aus dem Krankenhaus. Um ihn zu stellen, müssen die Dortmunder Kommissare Faber, Bönisch, Dalay und Pawlak sich auf ungewohnte Weise selbst in Gefahr begeben... ",Richard Huber,Markus Busch,Robert Berghoff ,56,383,1,1,1,8.63,24.6,557.0,355.0,9.0,,"['Jörg Hartmann', 'Anna Schudt', 'Karsten Antonio Mielke', 'Niklas Kohrt', 'Doris Schretzmayer', 'Malik Blumenthal', 'Alex Brendemühl', 'Aylin Tezel', 'Rick Okon', 'Sybille Jacqueline Schedwill', 'Lisa Jopt', nan, nan, nan, nan, nan, nan, nan, nan, nan]",2019,04,14,34
13,1089,2019-03-31,Ballauf/Schenk,Bombengeschäft,Köln,https://www.tatort-blog.de/folgen/tatort-koeln/bombengeschaeft/,3.1,32.0,WDR,8,"Der Sprengmeister Peter Krämer wird bei der Explosion einer Fliegerbombe getötet. Ballauf und Schenk ermitteln wegen Mordes und finden eine Spur zu dem Unternehmer Gebel, der ein Bauprojekt plant, und zu Sascha Feichdinger, der wie Krämer ein Haus in dem Projekt kaufen wollte. Es stellt sich heraus, dass Krämers Witwe Alena und sein Freund Haug den Bauunternehmer erpressen, weil dieser vorhandene Blindgänger auf seinem Areal nicht beseitigt hat. Deswegen musste Krämer sterben und auch Haug gerät in Lebensgefahr... ",Thomas Stiller,Thomas Stiller,Marc Liesendahl ,79,520,1,1,1,9.8,27.6,335.0,133.0,27.0,2.0,"['Klaus J. Behrendt', 'Dietmar Bär', 'Ralph Herforth', 'Adrian Topol', 'Sascha Alexander Gersak', 'Joe Bausch', 'Roland Riebeling', 'Alessija Lause', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2019,03,31,31
14,1088,2019-03-17,Thiel/Boerne,"Spieglein, Spieglein",Münster,https://www.tatort-blog.de/folgen/tatort-muenster/spieglein-spieglein/,3.7,234.0,WDR,15,"Wutschnaubend stürmt Staatsanwältin Wilhelmine Klemm in die Mordkommission: Nur kurze Zeit nachdem eine Tote hinter dem Dom gefunden wurde, tauchten die ersten Videos in den sozialen Netzwerken auf. Und jetzt auch noch dieses Foto auf der Titelseite der Tageszeitung – wie konnte Frank Thiel sich nur lachend am Tatort fotografieren lassen? Die Ermittlungen haben kaum begonnen, da steht der Kommissar schon in der Kritik. Zumal auch Prof. Boerne keine Hinweise auf einen Täter liefern kann. Ein Motiv oder andere Verdachtsmomente sind im Umfeld der Ermordeten nicht zu finden. Freunden gegenüber berichtete sie noch, ihr sei in den letzten Tagen jemand gefolgt. Da meldet sich Prof. Boerne: Im Kanal wurde ein weiteres Todesopfer geborgen. Und es gibt einen Hinweis darauf, dass ein Zusammenhang zwischen den Todesfällen besteht... ",Matthias Tiefenbacher,Benjamin Hessler,Hanno Lentz ,127,833,1,1,1,13.58,36.9,211.0,21.0,6.0,6.0,"['Axel Prahl', 'Jan Josef Liefers', 'Wolf Aniol', 'Roland Kukulies', 'Björn Meyer', 'Regine Schroeder', 'Manuela Alphons', 'Wolfgang Packhäuser', 'Kathrin Angerer', 'ChrisTine Urspruch', 'Friederike Kempter', 'Mechthild Großmann', 'Claus D. Clausnitzer', 'Arnd Klawitter', 'Jens Kipper', nan, nan, nan, nan, nan]",2019,03,17,37
15,1087,2019-10-03,Tobler/Berg,Für immer und dich,Freiburg,https://www.tatort-blog.de/folgen/tatort-freiburg/fuer-immer-und-dich/,3.6,929.0,SWR,8,"Sommerhitze, flirrendes Licht, milde Nächte. Ein Mann und ein Teenager fahren durch den Schwarzwald, einander nah, doch auch mit einer unterschwelligen Anspannung. Ein Paar? Oder doch eher Vater und Tochter? Als ein Jugendlicher den beiden eine Laptoptasche aus dem Wagen klaut, wird der Mann so nervös, dass er den Dieb auf der kurvigen Straße verfolgt. Kurze Zeit später hat er die Tasche wieder - der Dieb und sein Moped aber liegen im Abgrund. Der Polizei ist schnell klar, dass es Fremdeinwirkung gab und der Fahrer flüchtig ist. Friedemann Berg übernimmt die Ermittlungen, während Franziska Tobler sich um den schon seit zwei Jahren offenen Fall der verschwundenen Emily Arnold kümmert. Deren Mutter glaubt, ihre Tochter lebend gesehen zu haben. Friedemann kennt das schon und rechnet mit einer neuen Enttäuschung, Franziska geht der Sache trotzdem akribisch nach. Und es gibt einen Durchbruch: Als der Unfallwagen in Friedemanns Fall aufgespürt wird, findet sich darin DNA von Emily Arnold. Es scheint möglich, dass die inzwischen 15-Jährige tatsächlich noch lebt. Dann jedoch ist unwahrscheinlich, dass sie allein unterwegs ist. Mit vereinten Kräften suchen Franziska und Friedemann nach Emily und einem Unbekannten... ",Julia von Heinz,Magnus Vattrodt,Stefan Sommer ,187,1227,1,1,1,9.14,25.3,489.0,287.0,2.0,2.0,"['Eva Löbau', 'Hans-Jochen Wagner', 'Ursula Werner', 'Antonio Wannek', 'Kim Riedle', 'Andreas Lust', 'Steffi Kühnert', 'Meira Durand', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2019,10,03,36
16,1086,2019-03-03,Borowski/Sahin,Borowski und das Glück der Anderen,Kiel,https://www.tatort-blog.de/folgen/tatort-kiel/borowski-und-das-glueck-der-anderen/,3.4,70.0,NDR,10,"Neugierig schaut Supermarktkassiererin Peggy Stresemann ins Fenster des Nachbarhauses – das Ehepaar Victoria und Thomas Dell führt gerade einen Freudentanz auf. Offenbar sind sie Lottomillionäre geworden! Für Peggy bricht eine Welt zusammen: Warum haben sie und ihr Mann Micha niemals so ein Glück?! Als sich die Nachbarn mit der Einlösung ihres Gewinns offensichtlich Zeit lassen, verschafft sich Peggy heimlich Zugang zu deren Haus und sucht den Lottoschein. Dabei wird sie vom Hausbesitzer überrascht. Als Kommissar Borowski und seine Kollegin Mila Sahin wenig später den Tatort betreten, bietet sich ihnen ein Bild wie in einem Gangsterfilm: Thomas Dell liegt blutüberströmt auf dem Ehebett... ",Andreas Kleinert,Sascha Arango,Johann Feindt ,103,698,1,1,1,7.72,22.0,785.0,583.0,29.0,22.0,"['Axel Milberg', 'Almila Bagriacik', 'Anja Antonowicz', 'Jens Weisser', 'Thomas Kügel', 'Volkram Zschiesche', 'Sarah Hostettler', 'Katrin Wichmann', 'Aljoscha Stadelmann', 'Stefanie Reinsperger', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2019,03,03,34
17,1085,2019-02-24,Voss/Ringelhahn,Ein Tag wie jeder andere,Nürnberg,https://www.tatort-blog.de/folgen/tatort-nuernberg/ein-tag-wie-jeder-andere/,3.6,281.0,BR,15,"Der Tag in Bayreuth beginnt wie jeder andere. Doch dann geschieht ein Mord. Ein Bayreuther Anwalt erschießt im laufenden Prozess einen Richter. Kurz vor der Tat schaut er auf die Uhr und wartet die volle Stunde ab. Dann flüchtet er. Exakt eine Stunde später stirbt eine Universitätsmitarbeiterin. Wieder ist Anwalt Peters der Täter. Es gibt zunächst kein erkennbares Motiv, keine Verbindung zwischen dem Täter und den beiden Opfern. Doch es gibt ein Tatmuster. Auch hier hat Peters die volle Stunde abgewartet. Und er ist weiter flüchtig. Droht ein dritter Mord zur nächsten vollen Stunde? Wer wird das Opfer sein? Und wo ist die Tat geplant? Felix Voss, Paula Ringelhahn und ihr Team ermitteln in einem rasanten Wettlauf gegen die Zeit, um ein nächstes Menschenleben zu retten... ",Sebastian Marka,Erol Yesilkaya,Willy Dettmeyer ,127,781,1,1,1,9.09,25.6,472.0,270.0,2.0,2.0,"['Fabian Hinrichs', 'Dagmar Manzel', 'Cem-Ali Gültekin', 'Jule Hermann', 'Katharina Spiering', 'Lena Dörrie', 'Thomas Kügel', 'Julia Heinze', 'Jürgen Tarrach', 'Andreas Leopold Schadt', 'Eli Wasserscheid', 'Matthias Egersdörfer', 'Thorsten Merten', 'Stephan Grossmann', 'Karina Plachetka', nan, nan, nan, nan, nan]",2019,02,24,36
18,1084,2019-02-17,Murot,Murot und das Murmeltier,Wiesbaden,https://www.tatort-blog.de/folgen/tatort-wiesbaden/murot-und-das-murmeltier/,3.6,317.0,HR,13,"Morgens um 7.30 Uhr klingelt das Telefon von LKA-Ermittler Felix Murot. Es ist seine Assistentin Magda Wächter, die ihm mitteilt, dass es eine Geiselnahme in einer Bank gibt, und dass er sofort kommen muss. ""Wer überfällt denn heute noch eine Bank?"", murmelt Murot, und: ""Wahrscheinlich wieder ein verzweifelter Amateur."" Wächter soll schon einmal alles vorbereiten, das sei ja klassische Polizei-Routine. Waschen, rasieren, anziehen, jeden Morgen die gleiche Prozedur. Murot fährt zum Tatort, legt sich eine Schutzweste an und begibt sich in die Bank, um den Bankräuber und Geiselnehmer zur Aufgabe zu überreden. Dank gelernter Polizeipsychologie kann er den Geiselnehmer überzeugen, sich zu stellen. Doch im letzten Moment geht irgendetwas schief. Murot wird erschossen und wacht schweißgebadet zu Hause wieder auf. Sein Telefon klingelt. Es ist Wächter. Sie ruft ihn zu einem bewaffneten Banküberfall mit Geiselnahme. Ein Routinefall – so scheint es. Murot fürchtet um seinen Verstand... ",Dietrich Brüggemann,Dietrich Brüggemann,Alex Sass ,147,991,1,1,1,6.88,19.4,963.0,761.0,6.0,6.0,"['Ulrich Tukur', 'Sascha Nathan', 'Anna Brüggemann', 'Desiree Klaeukens', 'Daniel Zillmann', 'Katharina Schlothauer', 'Monika Anna Wojtyllo', 'Felix Schönfuss', 'Barbara Philipp', 'Christian Ehrich', 'Nadine Dubois', 'Tom Lass', 'Jörg Bundschuh', nan, nan, nan, nan, nan, nan, nan]",2019,02,17,36
19,1083,2019-03-02,Lindholm,Das verschwundene Kind,Hannover,https://www.tatort-blog.de/folgen/tatort-hannover/das-verschwundene-kind/,3.5,72.0,NDR,11,"Charlotte Lindholm hat mit den Konsequenzen ihres letzten, misslungenen Einsatzes zu kämpfen. Als dessen Folge wurde sie vom LKA Hannover zur Polizeidirektion Göttingen strafversetzt. Nun versucht sie den Spagat zwischen ihrer Arbeit und ihrem Familienleben in Hannover. Außerdem muss sie mit einem neuen Team klarkommen, obwohl ihr gerade mangelnde Teamfähigkeit attestiert wurde. Besondere Reibungspunkte gibt es zwischen Charlotte Lindholm und ihrer neuen Kollegin Anaïs Schmitz, die sich in ihrer Arbeit ähnlich dominant wie sie verhält. Ihr Fall geht den beiden Kommissarinnen an die Nieren: In der abbruchreifen, verdreckten Umkleidekabine eines Schul-Sportplatzes wird entdeckt, dass hier eine Frau unter mysteriösen Umständen entbunden hat. Manches deutet auf ein Verbrechen hin. Wo sind Mutter und Kind, leben sie noch? ",Franziska Buch,"Franziska Buch, Jan Braren, Stefan Dähnert",Konstantin Kröning ,117,829,1,3,1,9.77,26.5,390.0,188.0,14.0,,"['Maria Furtwängler', 'Zora Müller', 'Luc Feit', 'Daniel Donskoy', 'Oskar Belton', 'Steve Windolf', 'Merab Ninidze', 'Florence Kasumba', 'Emilio Sakraya', 'Lilly Barshy', 'Oliver Stokowski', nan, nan, nan, nan, nan, nan, nan, nan, nan]",2019,03,02,35
20,1082,2019-01-27,Stellbrink/Marx,Der Pakt,Saarbrücken,https://www.tatort-blog.de/folgen/tatort-saarbruecken/der-pakt/,3.4,59.0,SR,8,"Vanessa und Anika, Schwesternschülerin im zweiten Ausbildungsjahr, sehen sich verblüffend ähnlich. Aber Anika ist deutlich ernster als Vanessa. Auch an diesem Abend hat Anika andere Prioritäten: Helfen statt im Schwesternwohnheim mit den attraktiven Assistenzärzten Party zu feiern. Seit über einem Jahr arbeitet sie in der Initiative „Mediziner für Illegale (MefI)“ mit, die von der charismatischen Ärztin Annemarie Bindra ins Leben gerufen wurde. Hier hat sie auch den jungen koptischen Christen Kamal Atiya kennengelernt, der mit seinem kleinen Bruder Raouf aus Ägypten geflohen ist. Die Brüder werden in Deutschland geduldet. Als Anika erfährt, dass Kamal als Zuträger für die Ausländerbehörde arbeitet, setzt die idealistische Schwesterschülerin ihm die Pistole auf die Brust: Entweder er mache seinen Verrat öffentlich oder sie werde es tun. Keine zwei Stunden später trifft Anika im Wohnheim ein. Die Party dort ist vorüber. Auf den Gängen herrscht Totenstille. In ihrem Zimmer stößt Anika auf ihre leblose Freundin Vanessa, mit einem Bademantelgürtel erdrosselt... Während Jens Stellbrink seine Ermittlungen aufnimmt, fragt sich eine verzweifelte Anika: Ist Kamal Atiya nicht nur ein Verräter, sondern auch ein Mörder? ",Zoltan Spirandelli,"Michael Vershinin, Zoltan Spirandelli",Wolf Siegelmann ,177,1227,1,2,1,9.11,25.2,496.0,294.0,12.0,5.0,"['Devid Striesow', 'Elisabeth Brück', 'Lucie Hollmann', 'El Mehdi Meskar', 'Franziska Schubert', 'Sandra Maren Schneider', 'Hartmut Volle', 'Sandra Steinbach', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2019,01,27,34
21,1081,2019-01-20,Faber/Bönisch,Zorn,Dortmund,https://www.tatort-blog.de/folgen/tatort-dortmund/zorn/,3.5,70.0,WDR,15,"Der ehemalige Bergmann Andreas Sobitsch wird erschossen am Flussufer aufgefunden, unweit von Dortmund. Sein Zuhause war eine alte Zechensiedlung. Die Kommissare Peter Faber, Martina Bönisch, Nora Dalay und Jan Pawlak befragen Freunde und Ex-Kollegen des Mordopfers. Sobitsch hatte sich bis zuletzt für die Interessen der Bergleute eingesetzt. Aber in der einst eingeschworenen Gemeinschaft herrscht Streit: Auf dem Gelände ihrer Zeche öffnet bald ein Freizeitpark. Doch neue, adäquate Jobs in der Region zu finden, ist schwierig. Viele fühlen sich als Verlierer des Strukturwandels im Ruhrgebiet. Bei den Ermittlungen tauchen neue Hinweise auf: Gibt es Verbindungen zu extremistischen Kreisen? ",Andreas Herzog,Jürgen Werner,Wolfgang Aichholzer ,98,694,1,1,1,9.22,25.7,464.0,262.0,3.0,3.0,"['Jörg Hartmann', 'Rick Okon', 'Aylin Tezel', 'Anna Schudt', 'Martin Geisen', 'Richard van Weyden', 'Daniel Fritz', 'Götz Schubert', 'Günter Alt', 'Andreas Döhler', 'Sybille Jacqueline Schedwill', 'Peter Kremer', 'Thomas Lawinky', 'Mona Kloos', 'Bibiana Beglau', nan, nan, nan, nan, nan]",2019,01,20,35
22,1080,2019-01-13,Eisner/Fellner,Wahre Lügen,Wien,https://www.tatort-blog.de/folgen/tatort-wien/wahre-luegen/,3.4,65.0,ORF,13,"Die beiden Wiener Sonderermittler Moritz Eisner (Harald Krassnitzer) und Bibi Fellner (Adele Neuhauser) werden zu einem rätselhaften Mordfall ins Salzkammergut gerufen. Im Wolfgangsee wurde eine weibliche Leiche gefunden. Erschossen und in einem Auto versenkt. Die Tote stellt sich als vermisst gemeldete, deutsche Journalistin heraus, die zuletzt an einer Geschichte über illegale Waffengeschäfte gearbeitet hat. Eisners und Fellners Recherchen führen die beiden zur verzweifelten Lebensgefährtin der Toten, zu ihrem Informanten, zu ihrem Chefredakteur und zu einem mysteriösen und auch nach Jahrzehnten noch immer nicht restlos aufgeklärten Todesfall eines ehemaligen österreichischen Ministers. Schnell fühlt sich nun die Generaldirektion für Innere Sicherheit auf den Plan gerufen, die offenbar an einer Aufarbeitung dieses alten, politisch unbequemen Falles ganz und gar nicht interessiert ist, und übt Druck auf die beiden Kommissare und deren Vorgesetzten Ernst Rauter (Hubert Kramar) aus. Eisner und Fellner ermitteln dennoch unbeirrt weiter und stellen rasch fest, dass der historische Kriminalfall und der Mord an der Journalistin tatsächlich etwas miteinander zu tun haben müssen. Als es im Zuge der weiteren Ermittlungen zu einem nächsten, rätselhaften Todesfall kommt, sehen sich Eisner und Fellner vor die schier unlösbare Aufgabe gestellt, den alten, mysteriösen Fall lösen zu müssen, um den Mord an der Journalistin aufklären zu können. Dabei stoßen sie allerdings auf immer größeren Widerstand und schließlich auch an ihre beruflichen und persönlichen Grenzen. ",Thomas Roth,Thomas Roth,Arthur W. Ahrweiler ,220,1578,1,1,1,10.45,29.0,275.0,76.0,21.0,4.0,"['Harald Krassnitzer', 'Adele Neuhauser', 'Susanne Gschwendtner', 'Alexander Absenger', 'Madallena Hirschal', 'Peter Appiano', 'Günter Franzmeier', 'Sebastian Wendelin', 'Emily Cox', 'Robert Hunger-Bühler', 'Peter Matic', 'Franziska Hackl', 'Hubert Kramar', nan, nan, nan, nan, nan, nan, nan]",2019,01,13,34
23,1079,2019-06-01,Ballauf/Schenk,"Weiter, immer weiter",Köln,https://www.tatort-blog.de/folgen/tatort-koeln/weiter-immer-weiter/,3.5,153.0,WDR,15,"Es ist eine nächtliche Verkehrskontrolle mit weitreichenden Folgen. Als der Polizist Frank Lorenz den jungen Mann auffordert, aus seinem Auto auszusteigen, sieht der nur noch einen Ausweg: Pascal Pohl flieht. Er rennt auf die nahen Bahngleise. Nur wenige Sekunden später ist er tot – überfahren von einer Straßenbahn. Doch was auf den ersten Moment aussieht wie ein tragischer Unfall, weitet sich aus zu einem undurchsichtigen Rachefeldzug. Denn offensichtlich war die Russenmafia hinter dem jungen Drogendealer her, weiß der in der Szene gut vernetzte Lorenz. Max Ballauf und Freddy Schenk übernehmen die Ermittlungen ... ",Sebastian Ko,"Jan Martin Scharf, Arne Nolting",Anton Moritz ,94,623,1,2,1,10.57,29.1,271.0,72.0,16.0,,"['Klaus J. Behrendt', 'Dietmar Bär', 'Dirk Ossig', 'Yusuf Erdugan', 'Wolf Danny Homann', 'Rostyslav Bome', 'Katarina Medvedeva', 'Annette Paulmann', 'Vincent Redetzki', 'Joe Bausch', 'Roland Riebeling', 'Roeland Wiesnekker', 'Laina Schwarz', 'Vladimir Burlakov', 'Jevgenij Sitochin', nan, nan, nan, nan, nan]",2019,06,01,35
24,1078,2019-01-01,Dorn/Lessing,Der höllische Heinz,Weimar,https://www.tatort-blog.de/folgen/tatort-weimar/der-hoellische-heinz/,3.4,77.0,MDR,16,"Ein toter Indianer wird aus der Ilm gefischt. Es handelt sich um Wolfgang Weber, dem die Westernstadt El Doroda gehörte. Von seinem Geschäftsführer Heinz Knapps erfahren die Weimarer Kommissare Kira Dorn und Lessing, dass Weber den Pächtern der Westernstadt kündigen wollte. Haben die Hobbyisten in ihrer Verzweiflung eine Lynchparty gefeiert?  Während Kira in El Doroda undercover ermittelt und beweist, dass ein echtes Cowgirl in ihr schlummert, stößt Lessing auf die eiskalte Tiefbauunternehmerin Ellen Kircher. Die lässt von ihrem verkommenen Sohn Nick Angst und Schrecken in der Westernstadt verbreiten, seit sie dort eine geothermische Bohrung in den Sand gesetzt hat, für die Weber nicht zahlen wollte.  Doch der gewaltsame Tod eines Jungbisons und ein Anschlag auf Heinz Knapps deuten darauf hin, dass hinter dem Mord am Indianer ein tieferes Geheimnis steckt. ",Dustin Loose,"Murmel Clausen, Andreas Pflüger",Clemens Baumeister ,133,869,1,2,1,7.1,19.4,963.0,761.0,7.0,7.0,"['Christian Ulmen', 'Nora Tschirner', 'Konrad Neidhardt', 'Hans-Uwe Bauer', 'Oliver Marlo', 'Steffen C. Jürgens', 'Tillmann Eckhardt', 'Claudia Korneev', 'Ute Wieckhorst', 'Thorsten Merten', 'Martin Baden', 'Peter Kurth', 'Marie-Lou Sellem', 'Christoph Letkowski', 'Lina Wendel', 'Arndt Schwering-Sohnrey', nan, nan, nan, nan]",2019,01,01,34
25,1077,2018-12-30,Flückiger/Ritschard,Friss oder stirb,Luzern,https://www.tatort-blog.de/folgen/tatort-luzern/friss-oder-stirb/,3.4,90.0,SR,9,"Am frühen Morgen werden Liz Ritschard (Delia Mayer) und Reto Flückiger (Stefan Gubser) an einen Tatort gerufen. Die Tote war Wirtschaftsprofessorin an der Uni Luzern und wurde mit einer Schere erstochen. Ein Schaden an einem vor dem Haus geparkten Auto könnte vom Fluchtwagen des Täters stammen. Corinna Haas (Fabienne Hadorn) nimmt Lackproben.  Ungefähr zur gleichen Zeit überquert der deutsche Arbeitslose Mike Liebknecht (Misel Maticevic) die Schweizer Grenze. Im Handschuhfach hat er eine Pistole versteckt. Wenig später ist Liebknecht bereits in die luxuriöse Villa von Swisscoal-CEO Anton Seematter (Roland Koch) eingedrungen. Er nimmt dessen Tochter Leonie (Cecilia Steiner) und Seematters Ehefrau Sofia (Katharina von Bock) als Geiseln. Ungeduldig wartet er auf den CEO, der bald nach Hause kommen soll.  Unterdessen ergeben die Lackproben des Fluchtwagens, dass das Auto Anton Seematter gehört, dessen Tochter bei der Ermordeten studiert hat. Des Weiteren entdecken die Ermittler, dass das Tatopfer eine substanzielle Spende von Seematter, gegen den Willen der Uni-Leitung, zurückgewiesen hat. Die Ermittler setzen sich ins Auto und fahren für eine Befragung zur Villa der Seematters – wo sie Liebknecht überraschen und daraufhin ebenfalls als Geiseln festgehalten werden. ",Andreas Senn,"Matthias Tuchmann, Jan Cronauer",Philipp Sichler ,187,1282,1,2,1,6.49,19.3,967.0,765.0,14.0,4.0,"['Stefan Gubser', 'Delia Mayer', 'Cecilia Steiner', 'Philipp Langenegger', 'Katharina von Bock', 'Fabienne Hadorn', 'Mišel Matičević', 'Roland Koch', 'Jean-Pierre Cornu', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2018,12,30,34
26,1076,2018-12-26,Brix/Janneke,Der Turm,Frankfurt,https://www.tatort-blog.de/folgen/tatort-frankfurt/der-turm/,3.3,49.0,HR,17,"Anna Janneke (Margarita Broich) und Paul Brix (Wolfram Koch) werden nachts zu einem Tatort gerufen. Eine junge Frau, spärlich bekleidet, eine Plastiktüte über den Kopf gezogen, liegt tot zu Füßen eines der Bankentürme Frankfurts. Während Janneke früh an dem gesicherten und geräumten Tatort eintrifft, verspätet sich Brix. Auch die KTU ist noch nicht da. Janneke geht allein in den Turm und verschafft sich einen ersten Eindruck vom Tatort, macht wie so oft Fotos. Plötzlich hört sie Schritte hinter sich. Instinktiv greift sie zu ihrer Kamera. Ein paarmal erhellt ein Blitzlicht die Szenerie, dann ein Schlag.  Als Brix endlich eintrifft, findet er Janneke bewusstlos im Aufzug. Mit einem Schädel-Hirn-Trauma wird sie ins Krankenhaus gebracht. Brix macht sich allein an die Arbeit und stößt schnell an die Grenzen des hermetisch abgeriegelten Turms. Als Janneke im Krankenhaus wieder zu Bewusstsein kommt, kann sie sich nur noch undeutlich erinnern. Sie steht zudem unter starken Medikamenten und traut ihrem eigenen Kopf nicht mehr. Einzig ihre Fotos geben ihr etwas zum Festhalten in ihren äußerst nebligen Erinnerungen.  Der Täter selbst ist auf keinem der Bilder wirklich zu erkennen, nur Ausschnitte, verschwommene Details, überbelichtete Fragmente. Gemeinsam versuchen Brix und Janneke aus den widersprüchlichen Erinnerungsfetzen, den Fotos und Zeugenaussagen ein klares Bild der Tat zusammenzusetzen. Alle Fäden laufen im Turm zusammen. Die Kommissare müssen sich noch einmal Zugang verschaffen. ",Lars Henning,Lars Henning,Carol Burandt von Kameke ,224,1504,1,1,1,5.97,18.5,1006.0,804.0,71.0,53.0,"['Margarita Broich', 'Wolfram Koch', 'Rouven Israel', 'Michael Benthin', 'Nele Rosetz', 'Zoe Moore', 'Karsten Jaskiewicz', 'Barbara Stollhans', 'Michael Stange', 'Ilknur Boyraz', 'Werner Wölbern', 'Katja Flint', 'Isaak Dentler', 'Zazie de Paris', 'Rüdiger Klink', 'Rauand Taleb', 'Husam Chadat', nan, nan, nan]",2018,12,26,33
